symbol,timestamp,overfitting_detected,train_f1_score,validation_metrics_winrate,validation_metrics_precision,validation_metrics_recall,validation_metrics_f1_score,validation_metrics_confusion_matrix,financial_metrics_max_drawdown,financial_metrics_profit_factor,financial_metrics_avg_trade_duration,regime_distribution_N/A
GBPUSD,2026-05-20T20:24:54.465425,False,0.7120409857179656,0.5605333333333333,0.5605333333333333,1.0,0.7183868762816131,"[[0, 3296], [0, 4204]]",9.0,2.5509708737864076,4h (Simulated),30000
GBPUSD,2026-05-20T20:32:33.504103,False,0.712851463058837,0.9945232806547686,trend,trend,0.5625333333333333,0.5625333333333333,1.0,0.7200273060841369,"[[0, 3281], [0, 4219]]",9.0,2.571776897287412,4h (Simulated),30000
GBPUSD,2026-05-20T20:43:04.983844,False,0.7089740647234336,0.9992665451067645,trend,trend,0.5493333333333333,0.5493333333333333,1.0,0.7091222030981067,"[[0, 3380], [0, 4120]]",1.669449081803005,0.004875739644970414,4h (Simulated),30000
GBPUSD,2026-05-20T21:01:52.956660,False,0.7085294455286419,0.9971980762374617,trend,trend,0.5546666666666666,0.5546666666666666,1.0,0.7135506003430532,"[[0, 3340], [0, 4160]]",1.25,0.004982035928143712,4h (Simulated),30000
GBPUSD,2026-05-20T21:10:44.087251,False,0.7120041215868109,0.9984145352155261,trend,trend,0.5432,0.5432,1.0,0.7039917055469155,"[[0, 3426], [0, 4074]]",1.381692573402418,0.004756567425569177,4h (Simulated),30000
GBPUSD,2026-05-20T21:24:20.675345,False,0.7110079917504512,0.9927000962248722,trend,trend,0.5358666666666667,0.5358666666666667,1.0,0.6978036287872211,"[[0, 3481], [0, 4019]]",1.1627906976744187,0.004618213157138753,4h (Simulated),30000
GBPUSD,2026-05-20T21:33:05.446597,False,0.7122621261983116,0.9945931662713645,trend,trend,0.5429333333333334,0.5429333333333334,1.0,0.7037677151745593,"[[0, 3428], [0, 4072]]",1.6990291262135921,0.004751458576429405,4h (Simulated),30000
GBPUSD,2026-05-22T19:21:33.210102,False,0.04916280726754542,0.9896394897717866,transition,sideway,0.2786885245901639,0.2786885245901639,0.008740359897172237,0.01694915254237288,"[[5511, 44], [1928, 17]]",5.721393034825871,0.7727272727272727,4h (Simulated),20912,6417,2671
GBPUSD,2026-05-22T19:33:15.451714,False,0.04916280726754542,0.9896394897717866,transition,sideway,0.2786885245901639,0.2786885245901639,0.008740359897172237,0.01694915254237288,"[[5511, 44], [1928, 17]]",5.721393034825871,0.7727272727272727,4h (Simulated),20912,6417,2671
GBPUSD,2026-05-22T19:45:05.654733,False,0.04916280726754542,0.9896394897717866,transition,sideway,0.2786885245901639,0.2786885245901639,0.008740359897172237,0.01694915254237288,"[[5511, 44], [1928, 17]]",5.721393034825871,0.7727272727272727,4h (Simulated),20912,6417,2671
GBPUSD,2026-05-22T19:47:44.668423,False,0.04916280726754542,0.9896394897717866,transition,sideway,0.2786885245901639,0.2786885245901639,0.008740359897172237,0.01694915254237288,"[[5511, 44], [1928, 17]]",5.721393034825871,0.7727272727272727,4h (Simulated),20912,6417,2671
